sent_id,text,distance,root_lemma,root_surface,root_idx,n_tokens,surprisal_small,surprisal_medium,surprisal_large
train-s382,ユニクロは、通勤客などが見込める駅構内への出店を進めていますが、肌着を専門に販売する店を出店するのは初めてで、売り上げの推移を見極めたうえで、店舗の数をさらに増やしたいとしています。,34,為る,し,53,57,1.2578125,5.4765625,2.548828125
train-s383,相手の守備体形を横に広げるために、ライン際に張り付くことを求められることも多いが、自分のスタイルも忘れてはいない。,21,忘れる,忘れ,29,34,3.951171875,7.140625,5.78515625
train-s384,これによりラテン系の聖職者は権威が弱まり、教会消失の一因となった。,7,成る,なっ,19,21,0.76171875,15.32421875,0.6083984375
train-s386,63年グループは、1950年代の伝統的モデルになお縛られていた文学作品に対し批判的な態度をとった若い知識人たちによって結成された。,7,結成,結成,38,42,1.2578125,3.47265625,1.5751953125
train-s390,張良は自らの将としての不足を自覚しており、それまでも何度か大将たちに出会っては自らの兵法を説き、自分を用いるように希望していたが、聞く耳を持つ者はいなかった。,29,居る,い,53,56,0.642578125,8.8515625,0.406494140625
train-s397,首都バンコクでは高架鉄道など交通インフラの機能停止が続いたのに加え、金融分野もマヒ状態に陥った。,9,陥る,陥っ,26,28,2.3671875,7.9306640625,0.94970703125
train-s402,東日本大震災による時勢を踏まえた判断だが、パンダを含む園内の動物に地震による影響はないという。,19,言う,いう,29,30,2.083984375,1.2451171875,1.806640625
train-s405,『ベストウイッシュ』第4話では痩せこけたポカブがブラッキーと間違えられ、その間違えに煽られてロケット団のニャースもそれに変装した。,17,変装,変装,32,35,11.9609375,10.7978515625,11.35986328125
train-s407,しかしその後エーリヒ・ルーデンドルフ将軍が到着し、ルーデンドルフから説得を受けるとまず軍人のロッソウ少将が協力することを表明し、ついで警察のザイサー大佐も協力を表明した。,28,表明,表明,39,42,4.28125,6.7265625,1.0546875
train-s409,「シャワー男」のとき、時間がないからとの理由で4倍速で流れた。,8,流れる,流れ,20,22,5.1796875,7.9140625,7.595703125
train-s412,ディーンをサムの元へ瞬間移動させた直後、大天使ラファエルに抹殺されてしまうが、ルシファー復活の際、神によっていずこかで蘇った。,20,蘇る,蘇っ,37,39,6.181640625,4.86328125,4.5517578125
train-s416,韓国政府は24日、哨戒艦沈没事件を受けた対北朝鮮制裁措置として、6年間中断していたラジオ宣伝放送を再開した。,11,再開,再開,33,36,0.9306640625,1.00390625,2.236328125
train-s417,"久しぶりに記事書いたと思ったら,オバサン達を盗撮しただけかよ。",2,盗撮,盗撮,15,21,8.77734375,6.5234375,10.312576293945312
train-s418,"神社は神社なのだが,日本人の考える神社とはかなり様式が異なるようだ。",2,異なる,異なる,19,22,0.81591796875,1.498046875,1.1396484375
train-s423,こうした事態を受けて、井川・前会長は先月、引責辞任しました。,7,辞任,辞任,17,21,0.7841796875,0.012542724609375,0.93505859375
train-s425,おせわ整体院はその行き帰りの途中にあって、自分の体のゆがみをもっと知りたくて通ってます。,5,通う,通っ,24,27,2.8994140625,7.978515625,7.166015625
train-s429,"“第2波”の今回は,日本ホメオパシー医学協会という特定の団体が目に見えて袋叩きになってきています。",8,成る,なっ,26,32,4.78515625,22.6484375,4.4296875
train-s431,"尚,統一教会が被害者面で展開する“拉致監禁キャンペーン”と,宣伝臭漂うU peaceについては本稿では触れない。",14,触れる,触れ,31,33,0.84619140625,2.3515625,2.089599609375
train-s433,また、2000年12月13日にはカイソーン生誕80年を記念して、首都ヴィエンチャンにあるカイソーン博物館の正面に彼の巨大なブロンズ像が建立された。,17,建立,建立,37,41,2.1640625,1.4755859375,1.3564453125
train-s436,宇宙で無限の時間が経過すると、全てのエネルギーが均等に分布する状態に漸近的に到達すると考えられる。,18,考える,考え,27,29,4.8828125,2.662109375,2.572265625
train-s437,一方、FacebookやLinkedIn、Twitterなどソーシャル・メディアのユーザーは、ユーザー同士で対話をしている。,2,為る,し,21,24,6.79296875,4.73046875,4.98046875
train-s439,しょっちゅうスープの出来が悪いと言って閉店している。,6,閉店,閉店,10,14,7.921875,8.8046875,8.609375
train-s440,何時しかデイヴィスは兄のジョセフらと政治討議に興じるようになり、社会活動への熱意を取り戻し始めた。,2,取り戻す,取り戻し,24,27,5.21875,14.23046875,10.0859375
train-s444,第18話、ゆきかぜの最期は、旗艦である沖田艦を逃がすための盾となって敵艦隊に立ち塞がったと伝えられていた。,12,伝える,伝え,29,34,6.296875,9.140625,10.875
train-s445,1908年2月には、日本初のスケート競技大会となった「諏訪湖一周スケート大会」を開催した。,2,開催,開催,26,29,2.67578125,2.4453125,3.869140625
train-s449,構造は、ジェセル王の階段ピラミッドや大キュロスの墓のような古代の霊廟からのいくつかの要素を参考にしている。,4,為る,し,30,33,1.2412109375,1.28515625,1.068359375
train-s450,通常は1万個以上を高分子と分類しており、フィブロインは非常に大きな分子量といえる。,13,言う,いえる,24,25,9.65625,17.9921875,9.15625
train-s451,バームクーヘンは喜ばれた覚えがあります。,2,有る,あり,8,10,0.330322265625,1.849609375,1.6748046875
train-s453,体力や装備、天気図に関する技能・知識や、高山植物、応急処置の方法、テントの設営技術等を点数として、審査員がそれらの達成度を計数し、高校ごとに順位を決定する。,16,決定,決定,50,52,2.3828125,6.49609375,3.841796875
train-s454,ベスト8止まりで3大会ぶりにメダルを逃した。,2,逃す,逃し,11,13,1.1357421875,3.4892578125,2.630859375
train-s455,2011年2月28日、JBCは日本非公認の世界王座認定団体となるIBFと日本ジム所属のWBAまたはWBCの世界王者との王座統一戦に限り認めることを決定した。,2,決定,決定,43,46,4.33203125,3.05859375,0.9345703125
train-s458,第1巻冒頭ではグラード・シドミアンが操縦し、カーレル・クリサリスのL.E.D.ミラージュと65時間にも及ぶ戦闘が繰り広げられた。,13,繰り広げる,繰り広げ,28,31,0.3500328063964844,0.045623779296875,0.06298828125
train-s459,ドリームフューチャー社の過去を勇太たちに明かした。,4,明かす,明かし,10,12,4.07421875,4.4794921875,5.73291015625
train-s460,"しかし,中松氏と中井氏側が掲載した翻訳文が,実は全くの捏造であることが判明しました。",14,判明,判明,26,30,1.517578125,5.46875,2.09765625
train-s464,このアルバムから先行シングルとして「Rock Me」がドイツ、スイス、オーストリアでリリースされた。,6,リリース,リリース,20,24,2.349609375,2.19921875,2.353515625
train-s468,川砂が白いことから、白川と呼ばれるようになったとされている。,11,為る,さ,16,20,4.2265625,5.41015625,4.9609375
train-s469,子どもらを世話する養育者を資金支援する国の「ファミリーホーム制度」の活用を考え、移り住めるよう空き家も用意した。,18,用意,用意,28,31,6.19140625,6.28515625,11.1640625
train-s470,我が協会はそれを目指す。,2,目指す,目指す,6,7,8.2890625,18.44921875,6.33984375
train-s471,それに対して大学側は指摘された点に対し異議申し立てを行ったが、大学評価・学位授与機構は「意見申立には理由がない」とこれを却下した。,14,却下,却下,41,44,0.869140625,1.470703125,0.434326171875
train-s472,"ただ傍観者としてテレビやインターネットを頭を悩ませているだけでは,第2次的な災害を防ぐことはできません。",13,出来る,でき,31,34,0.1790771484375,3.072265625,1.3583984375
train-s473,"“断固として摘発すべき”“摘発した方がよい”を合わせると,85.7%になります。",8,成る,なり,27,29,4.43359375,18.171875,3.818359375
train-s474,チームは、緊急時避難準備区域の市町村が復旧計画の一部として除染計画を策定する際、専門家を派遣し、除染計画策定を支援する。,17,支援,支援,38,40,2.51171875,1.6513671875,2.935546875
train-s475,実存主義の哲学者セーレン・キェルケゴールは、著書『死に至る病』において、絶望の根底には自己意識があり、絶望とは死に至る病なのだと述べた絶望の対極に神による罪の赦しを挙げている。,22,上げる,挙げ,56,59,7.9765625,8.2734375,8.46875
train-s476,ティターンズのクーデターの際にゼウスと戦いを繰り広げる。,2,繰り広げる,繰り広げる,11,12,8.921875,1.947265625,2.109375
train-s477,この慣習は地域にはるか昔から根付いていたものであり、多数のろうそくから無作為に一本を引き抜くことで家族の守護聖人を選んだものと考えられている。,13,考える,考え,39,43,6.48046875,3.556640625,2.7890625
train-s483,12年夏の移籍市場では、リールの右サイドバックマテュー・ドゥビュシーの獲得がニューカッスルユナイテッドで大きな話題となった。,7,成る,なっ,27,29,3.787109375,18.66796875,1.728515625
train-s488,渡辺巡査長も軽傷を負った。,2,負う,負っ,7,9,1.3251953125,3.3330078125,2.598388671875
train-s489,その後、傷跡があったことに気がつかないほどキレイになりました。,12,成る,なり,17,20,2.962890625,2.962890625,1.3212890625
